,Lidar_Mean_CloudFraction,Long_LW_Mean_CloudFraction,Long_SW_Mean_CloudFraction,Mean_CloudFraction,N,Std_CloudFraction,TSI_Mean_CloudFraction,Time
107,,,,,0,,,2015-08-24 23:45:00
108,,,,,0,,,2015-08-24 23:45:00
109,,,,,0,,,2015-08-24 23:45:00
110,,,,,0,,,2015-08-24 23:45:00
111,,,,,0,,,2015-08-24 23:45:00
112,,,,,0,,,2015-08-24 23:45:00
113,,,,,0,,,2015-08-24 23:45:00
114,,,,,0,,,2015-08-24 23:45:00
115,,,,,0,,,2015-08-24 23:45:00
116,,,,,0,,,2015-08-24 23:45:00
117,,,,,0,,,2015-08-24 23:45:00
118,,,,,0,,,2015-08-24 23:45:00
119,,,,,0,,,2015-08-24 23:45:00
120,,,,,0,,,2015-08-24 23:45:00
121,,,,,0,,,2015-08-24 23:45:00
122,,,,,0,,,2015-08-24 23:45:00
123,,,,,0,,,2015-08-24 23:45:00
124,,,,,0,,,2015-08-24 23:45:00
125,,,,,0,,,2015-08-24 23:45:00
126,,,,,0,,,2015-08-24 23:45:00
127,,,,,0,,,2015-08-24 23:45:00
128,,,,,0,,,2015-08-24 23:45:00
129,,,,,0,,,2015-08-24 23:45:00
130,,,,,0,,,2015-08-24 23:45:00
131,,,,,0,,,2015-08-24 23:45:00
132,,,,,0,,,2015-08-24 23:45:00
133,,,,,0,,,2015-08-24 23:45:00
134,,,,,0,,,2015-08-24 23:45:00
135,,,,,0,,,2015-08-24 23:45:00
136,,,,,0,,,2015-08-24 23:45:00
137,,,,,0,,,2015-08-24 23:45:00
138,,,,,0,,,2015-08-24 23:45:00
139,,,,,0,,,2015-08-24 23:45:00
140,,,,,0,,,2015-08-24 23:45:00
141,,,,,0,,,2015-08-24 23:45:00
142,,,,,0,,,2015-08-24 23:45:00
143,,,,,0,,,2015-08-24 23:45:00
144,,,,,0,,,2015-08-24 23:45:00
145,,,,,0,,,2015-08-24 23:45:00
146,,,,,0,,,2015-08-24 23:45:00
147,,,,,0,,,2015-08-24 23:45:00
148,,,,,0,,,2015-08-24 23:45:00
149,,,,,0,,,2015-08-24 23:45:00
150,,,,,0,,,2015-08-24 23:45:00
151,,,,,0,,,2015-08-24 23:45:00
152,,,,,0,,,2015-08-24 23:45:00
153,,,,,0,,,2015-08-24 23:45:00
154,,,,,0,,,2015-08-24 23:45:00
155,,,,,0,,,2015-08-24 23:45:00
156,,,,,0,,,2015-08-24 23:45:00
157,,,,,0,,,2015-08-24 23:45:00
158,,,,,0,,,2015-08-24 23:45:00
159,,,,,0,,,2015-08-24 23:45:00
160,,,,,0,,,2015-08-24 23:45:00
161,,,,,0,,,2015-08-24 23:45:00
162,,,,,0,,,2015-08-24 23:45:00
163,,,,,0,,,2015-08-24 23:45:00
164,,,,,0,,,2015-08-24 23:45:00
165,,,,,0,,,2015-08-24 23:45:00
166,,,,,0,,,2015-08-24 23:45:00
167,,,,,0,,,2015-08-24 23:45:00
168,,,,,0,,,2015-08-24 23:45:00
169,,,,,0,,,2015-08-24 23:45:00
170,,,,,0,,,2015-08-24 23:45:00
171,,,,,0,,,2015-08-24 23:45:00
172,,,,,0,,,2015-08-24 23:45:00
173,,,,,0,,,2015-08-24 23:45:00
174,,,,,0,,,2015-08-24 23:45:00
175,,,,,0,,,2015-08-24 23:45:00
176,,,,,0,,,2015-08-24 23:45:00
177,,,,,0,,,2015-08-24 23:45:00
178,,,,,0,,,2015-08-24 23:45:00
179,,,,,0,,,2015-08-24 23:45:00
180,,,,,0,,,2015-08-24 23:45:00
181,,,,,0,,,2015-08-24 23:45:00
182,,,,,0,,,2015-08-24 23:45:00
183,,,,,0,,,2015-08-24 23:45:00
184,,,,,0,,,2015-08-24 23:45:00
185,,,,,0,,,2015-08-24 23:45:00
186,,,,,0,,,2015-08-24 23:45:00
187,,,,,0,,,2015-08-24 23:45:00
188,,,,,0,,,2015-08-24 23:45:00
189,,,,,0,,,2015-08-24 23:45:00
190,,,,,0,,,2015-08-24 23:45:00
191,,,,,0,,,2015-08-24 23:45:00
192,,,,,0,,,2015-08-24 23:45:00
193,,,,,0,,,2015-08-24 23:45:00
194,,,,,0,,,2015-08-24 23:45:00
195,,,,,0,,,2015-08-24 23:45:00
196,,,,,0,,,2015-08-24 23:45:00
197,,,,,0,,,2015-08-24 23:45:00
198,,,,,0,,,2015-08-24 23:45:00
199,,,,,0,,,2015-08-24 23:45:00
200,,,,,0,,,2015-08-24 23:45:00
201,,,,,0,,,2015-08-24 23:45:00
202,,,,,0,,,2015-08-24 23:45:00
203,,,,,0,,,2015-08-24 23:45:00
204,,,,,0,,,2015-08-24 23:45:00
205,,,,,0,,,2015-08-24 23:45:00
206,,,,,0,,,2015-08-24 23:45:00
207,,,,,0,,,2015-08-24 23:45:00
208,,,,,0,,,2015-08-24 23:45:00
209,,,,,0,,,2015-08-24 23:45:00
210,,,,,0,,,2015-08-24 23:45:00
211,,,,,0,,,2015-08-24 23:45:00
212,,,,,0,,,2015-08-24 23:45:00
213,,,,,0,,,2015-08-24 23:45:00
214,,,,,0,,,2015-08-24 23:45:00
215,,,,,0,,,2015-08-24 23:45:00
216,,,,,0,,,2015-08-24 23:45:00
217,,,,,0,,,2015-08-24 23:45:00
218,,,,,0,,,2015-08-24 23:45:00
219,,,,,0,,,2015-08-24 23:45:00
220,,,,,0,,,2015-08-24 23:45:00
221,,,,,0,,,2015-08-24 23:45:00
222,,,,,0,,,2015-08-24 23:45:00
223,,,,,0,,,2015-08-24 23:45:00
224,,,,,0,,,2015-08-24 23:45:00
225,,,,,0,,,2015-08-24 23:45:00
226,,,,,0,,,2015-08-24 23:45:00
227,,,,,0,,,2015-08-24 23:45:00
228,,,,,0,,,2015-08-24 23:45:00
229,,,,,0,,,2015-08-24 23:45:00
230,,,,,0,,,2015-08-24 23:45:00
231,,,,,0,,,2015-08-24 23:45:00
232,,,,,0,,,2015-08-24 23:45:00
233,,,,,0,,,2015-08-24 23:45:00
234,,,,,0,,,2015-08-24 23:45:00
235,,,,,0,,,2015-08-24 23:45:00
236,,,,,0,,,2015-08-24 23:45:00
237,,,,,0,,,2015-08-24 23:45:00
238,,,,,0,,,2015-08-24 23:45:00
239,,,,,0,,,2015-08-24 23:45:00
240,,,,,0,,,2015-08-24 23:45:00
241,,,,,0,,,2015-08-24 23:45:00
242,,,,,0,,,2015-08-24 23:45:00
243,,,,,0,,,2015-08-24 23:45:00
244,,,,,0,,,2015-08-24 23:45:00
245,,,,,0,,,2015-08-24 23:45:00
246,,,,,0,,,2015-08-24 23:45:00
247,,,,,0,,,2015-08-24 23:45:00
248,,,,,0,,,2015-08-24 23:45:00
249,,,,,0,,,2015-08-24 23:45:00
250,,,,,0,,,2015-08-24 23:45:00
251,,,,,0,,,2015-08-24 23:45:00
252,,,,,0,,,2015-08-24 23:45:00
253,,,,,0,,,2015-08-24 23:45:00
254,,,,,0,,,2015-08-24 23:45:00
255,,,,,0,,,2015-08-24 23:45:00
256,,,,,0,,,2015-08-24 23:45:00
257,,,,,0,,,2015-08-24 23:45:00
258,,,,,0,,,2015-08-24 23:45:00
259,,,,,0,,,2015-08-24 23:45:00
260,,,,,0,,,2015-08-24 23:45:00
261,,,,,0,,,2015-08-24 23:45:00
262,,,,,0,,,2015-08-24 23:45:00
263,,,,,0,,,2015-08-24 23:45:00
264,,,,,0,,,2015-08-24 23:45:00
265,,,,,0,,,2015-08-24 23:45:00
266,,,,,0,,,2015-08-24 23:45:00
267,,,,,0,,,2015-08-24 23:45:00
268,,,,,0,,,2015-08-24 23:45:00
269,,,,,0,,,2015-08-24 23:45:00
270,,,,,0,,,2015-08-24 23:45:00
271,,,,,0,,,2015-08-24 23:45:00
272,,,,,0,,,2015-08-24 23:45:00
273,,,,,0,,,2015-08-24 23:45:00
274,,,,,0,,,2015-08-24 23:45:00
275,,,,,0,,,2015-08-24 23:45:00
276,,,,,0,,,2015-08-24 23:45:00
277,,,,,0,,,2015-08-24 23:45:00
278,,,,,0,,,2015-08-24 23:45:00
279,,,,,0,,,2015-08-24 23:45:00
280,,,,,0,,,2015-08-24 23:45:00
281,,,,,0,,,2015-08-24 23:45:00
282,,,,,0,,,2015-08-24 23:45:00
283,,,,,0,,,2015-08-24 23:45:00
284,,,,,0,,,2015-08-24 23:45:00
285,,,,,0,,,2015-08-24 23:45:00
286,,,,,0,,,2015-08-24 23:45:00
287,,,,,0,,,2015-08-24 23:45:00
288,,,,,0,,,2015-08-24 23:45:00
289,,,,,0,,,2015-08-24 23:45:00
290,,,,,0,,,2015-08-24 23:45:00
291,,,,,0,,,2015-08-24 23:45:00
292,,,,,0,,,2015-08-24 23:45:00
293,,,,,0,,,2015-08-24 23:45:00
294,,,,,0,,,2015-08-24 23:45:00
295,,,,,0,,,2015-08-24 23:45:00
296,,,,,0,,,2015-08-24 23:45:00
297,,,,,0,,,2015-08-24 23:45:00
298,,,,,0,,,2015-08-24 23:45:00
299,,,,,0,,,2015-08-24 23:45:00
300,,,,,0,,,2015-08-24 23:45:00
301,,,,,0,,,2015-08-24 23:45:00
302,,,,,0,,,2015-08-24 23:45:00
303,,,,,0,,,2015-08-24 23:45:00
304,,,,,0,,,2015-08-24 23:45:00
305,,,,,0,,,2015-08-24 23:45:00
306,,,,,0,,,2015-08-24 23:45:00
307,,,,,0,,,2015-08-24 23:45:00
308,,,,,0,,,2015-08-24 23:45:00
309,,,,,0,,,2015-08-24 23:45:00
310,,,,,0,,,2015-08-24 23:45:00
311,,,,,0,,,2015-08-24 23:45:00
312,,,,,0,,,2015-08-24 23:45:00
313,,,,,0,,,2015-08-24 23:45:00
314,,,,,0,,,2015-08-24 23:45:00
315,,,,,0,,,2015-08-24 23:45:00
316,,,,,0,,,2015-08-24 23:45:00
317,,,,,0,,,2015-08-24 23:45:00
318,,,,,0,,,2015-08-24 23:45:00
319,,,,,0,,,2015-08-24 23:45:00
320,,,,,0,,,2015-08-24 23:45:00
321,,,,,0,,,2015-08-24 23:45:00
322,,,,,0,,,2015-08-24 23:45:00
323,,,,,0,,,2015-08-24 23:45:00
324,,,,,0,,,2015-08-24 23:45:00
325,,,,,0,,,2015-08-24 23:45:00
326,,,,,0,,,2015-08-24 23:45:00
327,,,,,0,,,2015-08-24 23:45:00
328,,,,,0,,,2015-08-24 23:45:00
329,,,,,0,,,2015-08-24 23:45:00
330,,,,,0,,,2015-08-24 23:45:00
331,,,,,0,,,2015-08-24 23:45:00
332,,,,,0,,,2015-08-24 23:45:00
333,,,,,0,,,2015-08-24 23:45:00
334,,,,,0,,,2015-08-24 23:45:00
335,,,,,0,,,2015-08-24 23:45:00
336,,,,,0,,,2015-08-24 23:45:00
337,,,,,0,,,2015-08-24 23:45:00
338,,,,,0,,,2015-08-24 23:45:00
339,,,,,0,,,2015-08-24 23:45:00
340,,,,,0,,,2015-08-24 23:45:00
341,,,,,0,,,2015-08-24 23:45:00
342,,,,,0,,,2015-08-24 23:45:00
343,,,,,0,,,2015-08-24 23:45:00
344,,,,,0,,,2015-08-24 23:45:00
345,,,,,0,,,2015-08-24 23:45:00
346,,,,,0,,,2015-08-24 23:45:00
347,,,,,0,,,2015-08-24 23:45:00
348,,,,,0,,,2015-08-24 23:45:00
349,,,,,0,,,2015-08-24 23:45:00
350,,,,,0,,,2015-08-24 23:45:00
351,,,,,0,,,2015-08-24 23:45:00
352,,,,,0,,,2015-08-24 23:45:00
353,,,,,0,,,2015-08-24 23:45:00
354,,,,,0,,,2015-08-24 23:45:00
355,,,,,0,,,2015-08-24 23:45:00
356,,,,,0,,,2015-08-24 23:45:00
357,,,,,0,,,2015-08-24 23:45:00
358,,,,,0,,,2015-08-24 23:45:00
359,,,,,0,,,2015-08-24 23:45:00
360,,,,,0,,,2015-08-24 23:45:00
361,,,,,0,,,2015-08-24 23:45:00
362,,,,,0,,,2015-08-24 23:45:00
363,,,,,0,,,2015-08-24 23:45:00
364,,,,,0,,,2015-08-24 23:45:00
365,,,,,0,,,2015-08-24 23:45:00
366,,,,,0,,,2015-08-24 23:45:00
367,,,,,0,,,2015-08-24 23:45:00
368,,,,,0,,,2015-08-24 23:45:00
369,,,,,0,,,2015-08-24 23:45:00
370,,,,,0,,,2015-08-24 23:45:00
371,,,,,0,,,2015-08-24 23:45:00
372,,,,,0,,,2015-08-24 23:45:00
373,,,,,0,,,2015-08-24 23:45:00
374,,,,,0,,,2015-08-24 23:45:00
375,,,,,0,,,2015-08-24 23:45:00
376,,,,,0,,,2015-08-24 23:45:00
377,,,,,0,,,2015-08-24 23:45:00
378,,,,,0,,,2015-08-24 23:45:00
379,,,,,0,,,2015-08-24 23:45:00
380,,,,,0,,,2015-08-24 23:45:00
381,,,,,0,,,2015-08-24 23:45:00
382,,,,,0,,,2015-08-24 23:45:00
383,,,,,0,,,2015-08-24 23:45:00
384,,,,,0,,,2015-08-24 23:45:00
385,,,,,0,,,2015-08-24 23:45:00
386,,,,,0,,,2015-08-24 23:45:00
387,,,,,0,,,2015-08-24 23:45:00
388,,,,,0,,,2015-08-24 23:45:00
389,,,,,0,,,2015-08-24 23:45:00
390,,,,,0,,,2015-08-24 23:45:00
391,,,,,0,,,2015-08-24 23:45:00
392,,,,,0,,,2015-08-24 23:45:00
393,,,,,0,,,2015-08-24 23:45:00
394,,,,,0,,,2015-08-24 23:45:00
395,,,,,0,,,2015-08-24 23:45:00
396,,,,,0,,,2015-08-24 23:45:00
397,,,,,0,,,2015-08-24 23:45:00
398,,,,,0,,,2015-08-24 23:45:00
399,,,,,0,,,2015-08-24 23:45:00
400,,,,,0,,,2015-08-24 23:45:00
401,,,,,0,,,2015-08-24 23:45:00
402,,,,,0,,,2015-08-24 23:45:00
403,,,,,0,,,2015-08-24 23:45:00
404,,,,,0,,,2015-08-24 23:45:00
405,,,,,0,,,2015-08-24 23:45:00
406,,,,,0,,,2015-08-24 23:45:00
407,,,,,0,,,2015-08-24 23:45:00
408,,,,,0,,,2015-08-24 23:45:00
409,,,,,0,,,2015-08-24 23:45:00
410,,,,,0,,,2015-08-24 23:45:00
411,,,,,0,,,2015-08-24 23:45:00
412,,,,,0,,,2015-08-24 23:45:00
413,,,,,0,,,2015-08-24 23:45:00
414,,,,,0,,,2015-08-24 23:45:00
415,,,,,0,,,2015-08-24 23:45:00
416,,,,,0,,,2015-08-24 23:45:00
417,,,,,0,,,2015-08-24 23:45:00
418,,,,,0,,,2015-08-24 23:45:00
419,,,,,0,,,2015-08-24 23:45:00
420,,,,,0,,,2015-08-24 23:45:00
421,,,,,0,,,2015-08-24 23:45:00
422,,,,,0,,,2015-08-24 23:45:00
423,,,,,0,,,2015-08-24 23:45:00
424,,,,,0,,,2015-08-24 23:45:00
425,,,,,0,,,2015-08-24 23:45:00
426,,,,,0,,,2015-08-24 23:45:00
427,,,,,0,,,2015-08-24 23:45:00
428,,,,,0,,,2015-08-24 23:45:00
429,,,,,0,,,2015-08-24 23:45:00
430,,,,,0,,,2015-08-24 23:45:00
431,,,,,0,,,2015-08-24 23:45:00
432,,,,,0,,,2015-08-24 23:45:00
433,,,,,0,,,2015-08-24 23:45:00
434,,,,,0,,,2015-08-24 23:45:00
435,,,,,0,,,2015-08-24 23:45:00
436,,,,,0,,,2015-08-24 23:45:00
437,,,,,0,,,2015-08-24 23:45:00
438,,,,,0,,,2015-08-24 23:45:00
439,,,,,0,,,2015-08-24 23:45:00
440,,,,,0,,,2015-08-24 23:45:00
441,,,,,0,,,2015-08-24 23:45:00
442,,,,,0,,,2015-08-24 23:45:00
443,,,,,0,,,2015-08-24 23:45:00
444,,,,,0,,,2015-08-24 23:45:00
445,,,,,0,,,2015-08-24 23:45:00
446,,,,,0,,,2015-08-24 23:45:00
447,,,,,0,,,2015-08-24 23:45:00
448,,,,,0,,,2015-08-24 23:45:00
449,,,,,0,,,2015-08-24 23:45:00
450,,,,,0,,,2015-08-24 23:45:00
451,,,,,0,,,2015-08-24 23:45:00
452,,,,,0,,,2015-08-24 23:45:00
453,,,,,0,,,2015-08-24 23:45:00
454,,,,,0,,,2015-08-24 23:45:00
455,,,,,0,,,2015-08-24 23:45:00
456,,,,,0,,,2015-08-24 23:45:00
457,,,,,0,,,2015-08-24 23:45:00
458,,,,,0,,,2015-08-24 23:45:00
459,,,,,0,,,2015-08-24 23:45:00
460,,,,,0,,,2015-08-24 23:45:00
461,,,,,0,,,2015-08-24 23:45:00
462,,,,,0,,,2015-08-24 23:45:00
463,,,,,0,,,2015-08-24 23:45:00
464,,,,,0,,,2015-08-24 23:45:00
465,,,,,0,,,2015-08-24 23:45:00
466,,,,,0,,,2015-08-24 23:45:00
467,,,,,0,,,2015-08-24 23:45:00
468,,,,,0,,,2015-08-24 23:45:00
469,,,,,0,,,2015-08-24 23:45:00
470,,,,,0,,,2015-08-24 23:45:00
471,,,,,0,,,2015-08-24 23:45:00
472,,,,,0,,,2015-08-24 23:45:00
473,,,,,0,,,2015-08-24 23:45:00
474,,,,,0,,,2015-08-24 23:45:00
475,,,,,0,,,2015-08-24 23:45:00
476,,,,,0,,,2015-08-24 23:45:00
477,,,,,0,,,2015-08-24 23:45:00
478,,,,,0,,,2015-08-24 23:45:00
479,,,,,0,,,2015-08-24 23:45:00
480,,,,,0,,,2015-08-24 23:45:00
481,,,,,0,,,2015-08-24 23:45:00
482,,,,,0,,,2015-08-24 23:45:00
483,,,,,0,,,2015-08-24 23:45:00
484,,,,,0,,,2015-08-24 23:45:00
485,,,,,0,,,2015-08-24 23:45:00
486,,,,,0,,,2015-08-24 23:45:00
487,,,,,0,,,2015-08-24 23:45:00
488,,,,,0,,,2015-08-24 23:45:00
489,,,,,0,,,2015-08-24 23:45:00
490,,,,,0,,,2015-08-24 23:45:00
491,,,,,0,,,2015-08-24 23:45:00
492,,,,,0,,,2015-08-24 23:45:00
493,,,,,0,,,2015-08-24 23:45:00
494,,,,,0,,,2015-08-24 23:45:00
495,,,,,0,,,2015-08-24 23:45:00
496,,,,,0,,,2015-08-24 23:45:00
497,,,,,0,,,2015-08-24 23:45:00
498,,,,,0,,,2015-08-24 23:45:00
499,,,,,0,,,2015-08-24 23:45:00
500,,,,,0,,,2015-08-24 23:45:00
501,,,,,0,,,2015-08-24 23:45:00
502,,,,,0,,,2015-08-24 23:45:00
503,,,,,0,,,2015-08-24 23:45:00
504,,,,,0,,,2015-08-24 23:45:00
505,,,,,0,,,2015-08-24 23:45:00
506,,,,,0,,,2015-08-24 23:45:00
507,,,,,0,,,2015-08-24 23:45:00
508,,,,,0,,,2015-08-24 23:45:00
509,,,,,0,,,2015-08-24 23:45:00
510,,,,,0,,,2015-08-24 23:45:00
511,,,,,0,,,2015-08-24 23:45:00
512,,,,,0,,,2015-08-24 23:45:00
513,,,,,0,,,2015-08-24 23:45:00
514,,,,,0,,,2015-08-24 23:45:00
515,,,,,0,,,2015-08-24 23:45:00
516,,,,,0,,,2015-08-24 23:45:00
517,,,,,0,,,2015-08-24 23:45:00
518,,,,,0,,,2015-08-24 23:45:00
519,,,,,0,,,2015-08-24 23:45:00
520,,,,,0,,,2015-08-24 23:45:00
521,,,,,0,,,2015-08-24 23:45:00
522,,,,,0,,,2015-08-24 23:45:00
523,,,,,0,,,2015-08-24 23:45:00
524,,,,,0,,,2015-08-24 23:45:00
525,,,,,0,,,2015-08-24 23:45:00
526,,,,,0,,,2015-08-24 23:45:00
527,,,,,0,,,2015-08-24 23:45:00
528,,,,,0,,,2015-08-24 23:45:00
529,,,,,0,,,2015-08-24 23:45:00
530,,,,,0,,,2015-08-24 23:45:00
531,,,,,0,,,2015-08-24 23:45:00
532,,,,,0,,,2015-08-24 23:45:00
533,,,,,0,,,2015-08-24 23:45:00
534,,,,,0,,,2015-08-24 23:45:00
535,,,,,0,,,2015-08-24 23:45:00
536,,,,,0,,,2015-08-24 23:45:00
537,,,,,0,,,2015-08-24 23:45:00
538,,,,,0,,,2015-08-24 23:45:00
539,,,,,0,,,2015-08-24 23:45:00
540,,,,,0,,,2015-08-24 23:45:00
541,,,,,0,,,2015-08-24 23:45:00
542,,,,,0,,,2015-08-24 23:45:00
543,,,,,0,,,2015-08-24 23:45:00
544,,,,,0,,,2015-08-24 23:45:00
545,,,,,0,,,2015-08-24 23:45:00
546,,,,,0,,,2015-08-24 23:45:00
547,,,,,0,,,2015-08-24 23:45:00
548,,,,,0,,,2015-08-24 23:45:00
549,,,,,0,,,2015-08-24 23:45:00
550,,,,,0,,,2015-08-24 23:45:00
551,,,,,0,,,2015-08-24 23:45:00
552,,,,,0,,,2015-08-24 23:45:00
553,,,,,0,,,2015-08-24 23:45:00
554,,,,,0,,,2015-08-24 23:45:00
555,,,,,0,,,2015-08-24 23:45:00
556,,,,,0,,,2015-08-24 23:45:00
557,,,,,0,,,2015-08-24 23:45:00
558,,,,,0,,,2015-08-24 23:45:00
559,,,,,0,,,2015-08-24 23:45:00
560,,,,,0,,,2015-08-24 23:45:00
561,,,,,0,,,2015-08-24 23:45:00
562,,,,,0,,,2015-08-24 23:45:00
563,,,,,0,,,2015-08-24 23:45:00
564,,,,,0,,,2015-08-24 23:45:00
565,,,,,0,,,2015-08-24 23:45:00
566,,,,,0,,,2015-08-24 23:45:00
567,,,,,0,,,2015-08-24 23:45:00
568,,,,,0,,,2015-08-24 23:45:00
569,,,,,0,,,2015-08-24 23:45:00
570,,,,,0,,,2015-08-24 23:45:00
571,,,,,0,,,2015-08-24 23:45:00
572,,,,,0,,,2015-08-24 23:45:00
573,,,,,0,,,2015-08-24 23:45:00
574,,,,,0,,,2015-08-24 23:45:00
575,,,,,0,,,2015-08-24 23:45:00
576,,,,,0,,,2015-08-24 23:45:00
577,,,,,0,,,2015-08-24 23:45:00
578,,,,,0,,,2015-08-24 23:45:00
579,,,,,0,,,2015-08-24 23:45:00
580,,,,,0,,,2015-08-24 23:45:00
581,,,,,0,,,2015-08-24 23:45:00
582,,,,,0,,,2015-08-24 23:45:00
583,,,,,0,,,2015-08-24 23:45:00
584,,,,,0,,,2015-08-24 23:45:00
585,,,,,0,,,2015-08-24 23:45:00
586,,,,,0,,,2015-08-24 23:45:00
587,,,,,0,,,2015-08-24 23:45:00
588,,,,,0,,,2015-08-24 23:45:00
589,,,,,0,,,2015-08-24 23:45:00
590,,,,,0,,,2015-08-24 23:45:00
591,,,,,0,,,2015-08-24 23:45:00
592,,,,,0,,,2015-08-24 23:45:00
593,,,,,0,,,2015-08-24 23:45:00
594,,,,,0,,,2015-08-24 23:45:00
595,,,,,0,,,2015-08-24 23:45:00
